year,month,day,team,defensive_sack_percentage
2012,10,14,Las Vegas,0.00%
2012,10,14,Jacksonville,2.50%
2012,10,7,Cincinnati,15.00%
2012,10,7,Green Bay,3.57%
2012,10,7,Houston,12.90%
2012,10,7,Arizona,4.55%
2012,10,7,Chicago,1.85%
2012,10,7,Dallas,7.69%
2012,10,7,Seattle,6.06%
2012,10,7,LA Rams,15.25%
2012,10,7,Carolina,14.89%
2012,10,7,Cleveland,8.00%
2012,10,7,Indianapolis,4.55%
2012,10,7,Minnesota,8.93%
2012,10,7,Atlanta,10.71%
2012,10,7,Kansas City,11.54%
2012,10,7,Detroit,7.14%
2012,10,7,Denver,8.11%
2012,10,7,Miami,14.29%
2012,10,7,Buffalo,2.70%
2012,10,7,NY Giants,6.25%
2012,10,7,Pittsburgh,2.86%
2012,10,7,San Francisco,9.09%
2012,10,7,Baltimore,1.89%
2012,10,7,Tampa Bay,2.78%
2012,10,7,Philadelphia,0.00%
2012,10,7,New Orleans,0.00%
2012,10,7,Washington,2.50%
2012,10,7,LA Chargers,4.55%
2012,10,7,NY Jets,8.33%
2012,10,7,Tennessee,0.00%
2012,10,7,New England,7.14%
2012,10,7,Las Vegas,0.00%
2012,10,7,Jacksonville,0.00%
2012,9,30,Philadelphia,2.17%
2012,9,30,Minnesota,21.88%
2012,9,30,Houston,15.63%
2012,9,30,Cincinnati,9.09%
2012,9,30,NY Giants,10.34%
2012,9,30,Baltimore,2.70%
2012,9,30,LA Rams,8.82%
2012,9,30,Washington,4.88%
2012,9,30,Dallas,5.71%
2012,9,30,Denver,0.00%
2012,9,30,Arizona,10.26%
2012,9,30,San Francisco,9.38%
2012,9,30,New England,7.69%
2012,9,30,Miami,5.71%
2012,9,30,NY Jets,3.03%
2012,9,30,Cleveland,4.76%
2012,9,30,LA Chargers,0.00%
2012,9,30,Detroit,4.44%
2012,9,30,Las Vegas,0.00%
2012,9,30,Kansas City,8.33%
2012,9,30,Pittsburgh,0.00%
2012,9,30,Carolina,0.00%
2012,9,30,Seattle,4.76%
2012,9,30,Jacksonville,6.98%
2012,9,30,Buffalo,10.00%
2012,9,30,Atlanta,3.03%
2012,9,30,Indianapolis,13.64%
2012,9,30,Chicago,4.55%
2012,9,30,New Orleans,8.70%
2012,9,30,Tampa Bay,0.00%
2012,9,30,Tennessee,8.57%
2012,9,30,Green Bay,2.94%
2012,9,23,Philadelphia,2.17%
2012,9,23,Minnesota,21.88%
2012,9,23,Houston,15.63%
2012,9,23,Cincinnati,9.09%
2012,9,23,NY Giants,10.34%
2012,9,23,Baltimore,2.70%
2012,9,23,LA Rams,8.82%
2012,9,23,Washington,4.88%
2012,9,23,Dallas,5.71%
2012,9,23,Denver,0.00%
2012,9,23,Arizona,10.26%
2012,9,23,San Francisco,9.38%
2012,9,23,New England,7.69%
2012,9,23,Miami,5.71%
2012,9,23,NY Jets,3.03%
2012,9,23,Cleveland,4.76%
2012,9,23,LA Chargers,0.00%
2012,9,23,Detroit,4.44%
2012,9,23,Las Vegas,0.00%
2012,9,23,Kansas City,8.33%
2012,9,23,Pittsburgh,0.00%
2012,9,23,Carolina,0.00%
2012,9,23,Seattle,4.76%
2012,9,23,Jacksonville,6.98%
2012,9,23,Buffalo,10.00%
2012,9,23,Atlanta,3.03%
2012,9,23,Indianapolis,13.64%
2012,9,23,Chicago,4.55%
2012,9,23,New Orleans,8.70%
2012,9,23,Tampa Bay,0.00%
2012,9,23,Tennessee,8.57%
2012,9,23,Green Bay,2.94%
2012,9,16,Philadelphia,2.17%
2012,9,16,Minnesota,21.88%
2012,9,16,Houston,15.63%
2012,9,16,Cincinnati,9.09%
2012,9,16,NY Giants,10.34%
2012,9,16,Baltimore,2.70%
2012,9,16,LA Rams,8.82%
2012,9,16,Washington,4.88%
2012,9,16,Dallas,5.71%
2012,9,16,Denver,0.00%
2012,9,16,Arizona,10.26%
2012,9,16,San Francisco,9.38%
2012,9,16,New England,7.69%
2012,9,16,Miami,5.71%
2012,9,16,NY Jets,3.03%
2012,9,16,Cleveland,4.76%
2012,9,16,LA Chargers,0.00%
2012,9,16,Detroit,4.44%
2012,9,16,Las Vegas,0.00%
2012,9,16,Kansas City,8.33%
2012,9,16,Pittsburgh,0.00%
2012,9,16,Carolina,0.00%
2012,9,16,Seattle,4.76%
2012,9,16,Jacksonville,6.98%
2012,9,16,Buffalo,10.00%
2012,9,16,Atlanta,3.03%
2012,9,16,Indianapolis,13.64%
2012,9,16,Chicago,4.55%
2012,9,16,New Orleans,8.70%
2012,9,16,Tampa Bay,0.00%
2012,9,16,Tennessee,8.57%
2012,9,16,Green Bay,2.94%
2012,9,9,Philadelphia,2.17%
2012,9,9,Minnesota,21.88%
2012,9,9,Houston,15.63%
2012,9,9,Cincinnati,9.09%
2012,9,9,NY Giants,10.34%
2012,9,9,Baltimore,2.70%
2012,9,9,LA Rams,8.82%
2012,9,9,Washington,4.88%
2012,9,9,Dallas,5.71%
2012,9,9,Denver,0.00%
2012,9,9,Arizona,10.26%
2012,9,9,San Francisco,9.38%
2012,9,9,New England,7.69%
2012,9,9,Miami,5.71%
2012,9,9,NY Jets,3.03%
2012,9,9,Cleveland,4.76%
2012,9,9,LA Chargers,0.00%
2012,9,9,Detroit,4.44%
2012,9,9,Las Vegas,0.00%
2012,9,9,Kansas City,8.33%
2012,9,9,Pittsburgh,0.00%
2012,9,9,Carolina,0.00%
2012,9,9,Seattle,4.76%
2012,9,9,Jacksonville,6.98%
2012,9,9,Buffalo,10.00%
2012,9,9,Atlanta,3.03%
2012,9,9,Indianapolis,13.64%
2012,9,9,Chicago,4.55%
2012,9,9,New Orleans,8.70%
2012,9,9,Tampa Bay,0.00%
2012,9,9,Tennessee,8.57%
2012,9,9,Green Bay,2.94%
2012,9,2,Philadelphia,2.17%
2012,9,2,Minnesota,21.88%
2012,9,2,Houston,15.63%
2012,9,2,Cincinnati,9.09%
2012,9,2,NY Giants,10.34%
2012,9,2,Baltimore,2.70%
2012,9,2,LA Rams,8.82%
2012,9,2,Washington,4.88%
2012,9,2,Dallas,5.71%
2012,9,2,Denver,0.00%
2012,9,2,Arizona,10.26%
2012,9,2,San Francisco,9.38%
2012,9,2,New England,7.69%
2012,9,2,Miami,5.71%
2012,9,2,NY Jets,3.03%
2012,9,2,Cleveland,4.76%
2012,9,2,LA Chargers,0.00%
2012,9,2,Detroit,4.44%
2012,9,2,Las Vegas,0.00%
2012,9,2,Kansas City,8.33%
2012,9,2,Pittsburgh,0.00%
2012,9,2,Carolina,0.00%
2012,9,2,Seattle,4.76%
2012,9,2,Jacksonville,6.98%
2012,9,2,Buffalo,10.00%
2012,9,2,Atlanta,3.03%
2012,9,2,Indianapolis,13.64%
2012,9,2,Chicago,4.55%
2012,9,2,New Orleans,8.70%
2012,9,2,Tampa Bay,0.00%
2012,9,2,Tennessee,8.57%
2012,9,2,Green Bay,2.94%
2012,2,26,Philadelphia,2.17%
2012,2,26,Minnesota,21.88%
2012,2,26,Houston,15.63%
2012,2,26,Cincinnati,9.09%
2012,2,26,NY Giants,10.34%
2012,2,26,Baltimore,2.70%
2012,2,26,LA Rams,8.82%
2012,2,26,Washington,4.88%
2012,2,26,Dallas,5.71%
2012,2,26,Denver,0.00%
2012,2,26,Arizona,10.26%
2012,2,26,San Francisco,9.38%
2012,2,26,New England,7.69%
2012,2,26,Miami,5.71%
2012,2,26,NY Jets,3.03%
2012,2,26,Cleveland,4.76%
2012,2,26,LA Chargers,0.00%
2012,2,26,Detroit,4.44%
2012,2,26,Las Vegas,0.00%
2012,2,26,Kansas City,8.33%
2012,2,26,Pittsburgh,0.00%
2012,2,26,Carolina,0.00%
2012,2,26,Seattle,4.76%
2012,2,26,Jacksonville,6.98%
2012,2,26,Buffalo,10.00%
2012,2,26,Atlanta,3.03%
2012,2,26,Indianapolis,13.64%
2012,2,26,Chicago,4.55%
2012,2,26,New Orleans,8.70%
2012,2,26,Tampa Bay,0.00%
2012,2,26,Tennessee,8.57%
2012,2,26,Green Bay,2.94%
2012,2,19,Philadelphia,2.17%
2012,2,19,Minnesota,21.88%
2012,2,19,Houston,15.63%
2012,2,19,Cincinnati,9.09%
2012,2,19,NY Giants,10.34%
2012,2,19,Baltimore,2.70%
2012,2,19,LA Rams,8.82%
2012,2,19,Washington,4.88%
2012,2,19,Dallas,5.71%
2012,2,19,Denver,0.00%
2012,2,19,Arizona,10.26%
2012,2,19,San Francisco,9.38%
2012,2,19,New England,7.69%
2012,2,19,Miami,5.71%
2012,2,19,NY Jets,3.03%
2012,2,19,Cleveland,4.76%
2012,2,19,LA Chargers,0.00%
2012,2,19,Detroit,4.44%
2012,2,19,Las Vegas,0.00%
2012,2,19,Kansas City,8.33%
2012,2,19,Pittsburgh,0.00%
2012,2,19,Carolina,0.00%
2012,2,19,Seattle,4.76%
2012,2,19,Jacksonville,6.98%
2012,2,19,Buffalo,10.00%
2012,2,19,Atlanta,3.03%
2012,2,19,Indianapolis,13.64%
2012,2,19,Chicago,4.55%
2012,2,19,New Orleans,8.70%
2012,2,19,Tampa Bay,0.00%
2012,2,19,Tennessee,8.57%
2012,2,19,Green Bay,2.94%
2012,2,12,Philadelphia,2.17%
2012,2,12,Minnesota,21.88%
2012,2,12,Houston,15.63%
2012,2,12,Cincinnati,9.09%
2012,2,12,NY Giants,10.34%
2012,2,12,Baltimore,2.70%
2012,2,12,LA Rams,8.82%
2012,2,12,Washington,4.88%
2012,2,12,Dallas,5.71%
2012,2,12,Denver,0.00%
2012,2,12,Arizona,10.26%
2012,2,12,San Francisco,9.38%
2012,2,12,New England,7.69%
2012,2,12,Miami,5.71%
2012,2,12,NY Jets,3.03%
2012,2,12,Cleveland,4.76%
2012,2,12,LA Chargers,0.00%
2012,2,12,Detroit,4.44%
2012,2,12,Las Vegas,0.00%
2012,2,12,Kansas City,8.33%
2012,2,12,Pittsburgh,0.00%
2012,2,12,Carolina,0.00%
2012,2,12,Seattle,4.76%
2012,2,12,Jacksonville,6.98%
2012,2,12,Buffalo,10.00%
2012,2,12,Atlanta,3.03%
2012,2,12,Indianapolis,13.64%
2012,2,12,Chicago,4.55%
2012,2,12,New Orleans,8.70%
2012,2,12,Tampa Bay,0.00%
2012,2,12,Tennessee,8.57%
2012,2,12,Green Bay,2.94%
2012,2,5,Philadelphia,2.17%
2012,2,5,Minnesota,21.88%
2012,2,5,Houston,15.63%
2012,2,5,Cincinnati,9.09%
2012,2,5,NY Giants,10.34%
2012,2,5,Baltimore,2.70%
2012,2,5,LA Rams,8.82%
2012,2,5,Washington,4.88%
2012,2,5,Dallas,5.71%
2012,2,5,Denver,0.00%
2012,2,5,Arizona,10.26%
2012,2,5,San Francisco,9.38%
2012,2,5,New England,7.69%
2012,2,5,Miami,5.71%
2012,2,5,NY Jets,3.03%
2012,2,5,Cleveland,4.76%
2012,2,5,LA Chargers,0.00%
2012,2,5,Detroit,4.44%
2012,2,5,Las Vegas,0.00%
2012,2,5,Kansas City,8.33%
2012,2,5,Pittsburgh,0.00%
2012,2,5,Carolina,0.00%
2012,2,5,Seattle,4.76%
2012,2,5,Jacksonville,6.98%
2012,2,5,Buffalo,10.00%
2012,2,5,Atlanta,3.03%
2012,2,5,Indianapolis,13.64%
2012,2,5,Chicago,4.55%
2012,2,5,New Orleans,8.70%
2012,2,5,Tampa Bay,0.00%
2012,2,5,Tennessee,8.57%
2012,2,5,Green Bay,2.94%
2012,1,29,Philadelphia,6.98%
2012,1,29,Baltimore,5.71%
2012,1,29,Cincinnati,10.20%
2012,1,29,Minnesota,6.82%
2012,1,29,Washington,10.00%
2012,1,29,Houston,6.82%
2012,1,29,LA Rams,0.00%
2012,1,29,Denver,3.57%
2012,1,29,Dallas,5.88%
2012,1,29,NY Giants,7.81%
2012,1,29,LA Chargers,7.69%
2012,1,29,NY Jets,6.90%
2012,1,29,Miami,8.00%
2012,1,29,Arizona,6.06%
2012,1,29,Cleveland,4.00%
2012,1,29,San Francisco,12.50%
2012,1,29,Carolina,7.32%
2012,1,29,Detroit,0.00%
2012,1,29,Las Vegas,0.00%
2012,1,29,Pittsburgh,11.11%
2012,1,29,New England,13.51%
2012,1,29,Kansas City,0.00%
2012,1,29,Atlanta,2.50%
2012,1,29,Seattle,7.14%
2012,1,29,Jacksonville,2.44%
2012,1,29,Buffalo,12.12%
2012,1,29,Indianapolis,20.00%
2012,1,29,Chicago,3.33%
2012,1,29,New Orleans,0.00%
2012,1,29,Tampa Bay,5.56%
2012,1,29,Green Bay,0.00%
2012,1,29,Tennessee,2.33%
2012,1,22,Philadelphia,12.12%
2012,1,22,Baltimore,0.00%
2012,1,22,Minnesota,0.00%
2012,1,22,LA Rams,3.70%
2012,1,22,Houston,7.69%
2012,1,22,Cincinnati,7.69%
2012,1,22,Washington,6.98%
2012,1,22,Denver,5.56%
2012,1,22,Dallas,10.00%
2012,1,22,Detroit,6.98%
2012,1,22,NY Giants,4.00%
2012,1,22,LA Chargers,16.67%
2012,1,22,Las Vegas,3.70%
2012,1,22,Cleveland,8.00%
2012,1,22,NY Jets,12.00%
2012,1,22,Arizona,6.06%
2012,1,22,Miami,6.00%
2012,1,22,Carolina,6.25%
2012,1,22,Kansas City,10.26%
2012,1,22,San Francisco,6.38%
2012,1,22,Atlanta,18.52%
2012,1,22,Pittsburgh,0.00%
2012,1,22,Jacksonville,3.03%
2012,1,22,New England,14.81%
2012,1,22,Seattle,13.79%
2012,1,22,New Orleans,11.11%
2012,1,22,Chicago,3.13%
2012,1,22,Buffalo,9.09%
2012,1,22,Tampa Bay,6.25%
2012,1,22,Green Bay,0.00%
2012,1,22,Indianapolis,1.75%
2012,1,22,Tennessee,0.00%
2012,1,15,Philadelphia,23.68%
2012,1,15,Baltimore,9.76%
2012,1,15,Minnesota,14.71%
2012,1,15,LA Rams,5.56%
2012,1,15,Denver,17.39%
2012,1,15,Washington,2.63%
2012,1,15,Houston,3.45%
2012,1,15,Cincinnati,10.20%
2012,1,15,Dallas,0.00%
2012,1,15,NY Giants,8.82%
2012,1,15,Las Vegas,11.11%
2012,1,15,Detroit,8.33%
2012,1,15,Arizona,11.90%
2012,1,15,Cleveland,8.00%
2012,1,15,Pittsburgh,7.69%
2012,1,15,Miami,11.76%
2012,1,15,NY Jets,13.51%
2012,1,15,Carolina,7.32%
2012,1,15,San Francisco,6.45%
2012,1,15,Jacksonville,8.57%
2012,1,15,Kansas City,12.50%
2012,1,15,LA Chargers,2.63%
2012,1,15,Atlanta,4.88%
2012,1,15,New England,5.71%
2012,1,15,Seattle,9.38%
2012,1,15,Chicago,11.11%
2012,1,15,New Orleans,5.26%
2012,1,15,Indianapolis,6.06%
2012,1,15,Green Bay,2.27%
2012,1,15,Tampa Bay,2.94%
2012,1,15,Tennessee,4.08%
2012,1,15,Buffalo,5.71%
2012,1,8,Baltimore,7.69%
2012,1,8,LA Rams,13.79%
2012,1,8,Philadelphia,15.79%
2012,1,8,Washington,0.00%
2012,1,8,Minnesota,11.76%
2012,1,8,Dallas,16.67%
2012,1,8,Houston,0.00%
2012,1,8,Cincinnati,11.54%
2012,1,8,Denver,5.88%
2012,1,8,NY Giants,4.08%
2012,1,8,Detroit,5.26%
2012,1,8,Las Vegas,3.85%
2012,1,8,Cleveland,4.17%
2012,1,8,Pittsburgh,9.09%
2012,1,8,Carolina,6.90%
2012,1,8,Arizona,10.64%
2012,1,8,San Francisco,15.38%
2012,1,8,Miami,4.65%
2012,1,8,LA Chargers,5.71%
2012,1,8,Jacksonville,0.00%
2012,1,8,NY Jets,4.17%
2012,1,8,Atlanta,10.71%
2012,1,8,Kansas City,22.58%
2012,1,8,New England,5.13%
2012,1,8,Green Bay,2.44%
2012,1,8,New Orleans,6.38%
2012,1,8,Seattle,6.45%
2012,1,8,Indianapolis,2.56%
2012,1,8,Tampa Bay,8.33%
2012,1,8,Chicago,6.06%
2012,1,8,Tennessee,2.13%
2012,1,8,Buffalo,3.85%
2012,1,1,Baltimore,27.27%
2012,1,1,Houston,14.89%
2012,1,1,Washington,6.25%
2012,1,1,Minnesota,5.56%
2012,1,1,LA Rams,11.54%
2012,1,1,Philadelphia,2.86%
2012,1,1,Denver,7.69%
2012,1,1,NY Giants,0.00%
2012,1,1,Dallas,11.11%
2012,1,1,Detroit,5.88%
2012,1,1,Cincinnati,5.56%
2012,1,1,Las Vegas,10.00%
2012,1,1,Cleveland,6.06%
2012,1,1,Jacksonville,0.00%
2012,1,1,Miami,2.86%
2012,1,1,Carolina,6.45%
2012,1,1,Pittsburgh,3.45%
2012,1,1,LA Chargers,5.26%
2012,1,1,NY Jets,7.14%
2012,1,1,Arizona,5.88%
2012,1,1,San Francisco,0.00%
2012,1,1,Green Bay,2.17%
2012,1,1,New England,4.00%
2012,1,1,Indianapolis,10.00%
2012,1,1,Atlanta,13.79%
2012,1,1,Tennessee,5.71%
2012,1,1,New Orleans,2.08%
2012,1,1,Seattle,2.78%
2012,1,1,Chicago,9.76%
2012,1,1,Tampa Bay,5.56%
2012,1,1,Buffalo,0.00%
2012,1,1,Kansas City,3.13%
2011,12,25,Philadelphia,6.98%
2011,12,25,Baltimore,5.71%
2011,12,25,Cincinnati,10.20%
2011,12,25,Minnesota,6.82%
2011,12,25,Washington,10.00%
2011,12,25,Houston,6.82%
2011,12,25,LA Rams,0.00%
2011,12,25,Denver,3.57%
2011,12,25,Dallas,5.88%
2011,12,25,NY Giants,7.81%
2011,12,25,LA Chargers,7.69%
2011,12,25,NY Jets,6.90%
2011,12,25,Miami,8.00%
2011,12,25,Arizona,6.06%
2011,12,25,Cleveland,4.00%
2011,12,25,Detroit,1.85%
2011,12,25,Carolina,7.32%
2011,12,25,San Francisco,9.68%
2011,12,25,Las Vegas,0.00%
2011,12,25,Pittsburgh,11.11%
2011,12,25,New England,13.16%
2011,12,25,Atlanta,18.52%
2011,12,25,Kansas City,0.00%
2011,12,25,Seattle,7.14%
2011,12,25,Jacksonville,2.44%
2011,12,25,New Orleans,11.11%
2011,12,25,Indianapolis,20.00%
2011,12,25,Chicago,3.13%
2011,12,25,Buffalo,9.09%
2011,12,25,Tampa Bay,5.56%
2011,12,25,Green Bay,0.00%
2011,12,25,Tennessee,2.33%
2011,12,18,Philadelphia,23.68%
2011,12,18,Baltimore,9.76%
2011,12,18,Minnesota,14.71%
2011,12,18,LA Rams,5.56%
2011,12,18,Denver,17.39%
2011,12,18,Washington,2.63%
2011,12,18,Houston,3.45%
2011,12,18,Cincinnati,10.20%
2011,12,18,Dallas,10.00%
2011,12,18,NY Giants,8.82%
2011,12,18,Las Vegas,11.11%
2011,12,18,Detroit,8.33%
2011,12,18,Arizona,11.90%
2011,12,18,Cleveland,8.00%
2011,12,18,Pittsburgh,7.69%
2011,12,18,Miami,11.76%
2011,12,18,NY Jets,13.51%
2011,12,18,Carolina,7.32%
2011,12,18,San Francisco,6.45%
2011,12,18,Atlanta,18.52%
2011,12,18,Jacksonville,3.03%
2011,12,18,Kansas City,12.50%
2011,12,18,LA Chargers,2.63%
2011,12,18,New England,5.71%
2011,12,18,Seattle,9.38%
2011,12,18,Chicago,11.11%
2011,12,18,New Orleans,5.26%
2011,12,18,Indianapolis,6.06%
2011,12,18,Green Bay,2.27%
2011,12,18,Tampa Bay,6.25%
2011,12,18,Tennessee,4.08%
2011,12,18,Buffalo,5.71%
2011,12,11,Baltimore,7.69%
2011,12,11,LA Rams,13.79%
2011,12,11,Philadelphia,15.79%
2011,12,11,Washington,0.00%
2011,12,11,Minnesota,11.76%
2011,12,11,Dallas,16.67%
2011,12,11,Houston,0.00%
2011,12,11,Cincinnati,11.54%
2011,12,11,Denver,5.88%
2011,12,11,NY Giants,4.08%
2011,12,11,Detroit,5.26%
2011,12,11,Las Vegas,3.85%
2011,12,11,Cleveland,8.00%
2011,12,11,Pittsburgh,7.69%
2011,12,11,Carolina,6.90%
2011,12,11,Arizona,10.64%
2011,12,11,San Francisco,15.38%
2011,12,11,Miami,4.65%
2011,12,11,LA Chargers,5.71%
2011,12,11,Jacksonville,0.00%
2011,12,11,NY Jets,4.17%
2011,12,11,Atlanta,10.71%
2011,12,11,Kansas City,22.58%
2011,12,11,New England,5.13%
2011,12,11,Green Bay,2.44%
2011,12,11,New Orleans,6.38%
2011,12,11,Seattle,6.45%
2011,12,11,Indianapolis,2.56%
2011,12,11,Tampa Bay,8.33%
2011,12,11,Chicago,6.06%
2011,12,11,Tennessee,2.13%
2011,12,11,Buffalo,3.85%
2011,12,4,Baltimore,27.27%
2011,12,4,Houston,14.89%
2011,12,4,Washington,6.25%
2011,12,4,Philadelphia,15.79%
2011,12,4,Minnesota,5.56%
2011,12,4,LA Rams,11.54%
2011,12,4,Denver,7.69%
2011,12,4,NY Giants,0.00%
2011,12,4,Dallas,11.11%
2011,12,4,Detroit,5.88%
2011,12,4,Cincinnati,5.56%
2011,12,4,Las Vegas,10.00%
2011,12,4,Cleveland,6.06%
2011,12,4,Jacksonville,0.00%
2011,12,4,Miami,2.86%
2011,12,4,Carolina,6.45%
2011,12,4,Pittsburgh,3.45%
2011,12,4,LA Chargers,5.26%
2011,12,4,NY Jets,7.14%
2011,12,4,Arizona,5.88%
2011,12,4,San Francisco,0.00%
2011,12,4,Green Bay,2.17%
2011,12,4,New England,4.00%
2011,12,4,Indianapolis,10.00%
2011,12,4,Atlanta,13.79%
2011,12,4,Seattle,6.45%
2011,12,4,Tennessee,5.71%
2011,12,4,New Orleans,2.08%
2011,12,4,Chicago,9.76%
2011,12,4,Tampa Bay,5.56%
2011,12,4,Buffalo,0.00%
2011,12,4,Kansas City,3.13%
2011,11,27,Baltimore,27.27%
2011,11,27,Washington,9.76%
2011,11,27,Philadelphia,7.89%
2011,11,27,NY Giants,2.70%
2011,11,27,Minnesota,14.81%
2011,11,27,Houston,10.26%
2011,11,27,LA Rams,13.79%
2011,11,27,Denver,6.98%
2011,11,27,Dallas,11.11%
2011,11,27,Cincinnati,3.57%
2011,11,27,Detroit,5.88%
2011,11,27,Jacksonville,7.69%
2011,11,27,Las Vegas,13.16%
2011,11,27,Cleveland,2.38%
2011,11,27,Pittsburgh,0.00%
2011,11,27,Miami,2.86%
2011,11,27,Carolina,5.26%
2011,11,27,LA Chargers,0.00%
2011,11,27,NY Jets,4.55%
2011,11,27,Arizona,0.00%
2011,11,27,San Francisco,0.00%
2011,11,27,New England,7.50%
2011,11,27,Green Bay,2.17%
2011,11,27,New Orleans,1.89%
2011,11,27,Seattle,11.11%
2011,11,27,Buffalo,4.76%
2011,11,27,Tennessee,0.00%
2011,11,27,Indianapolis,8.70%
2011,11,27,Atlanta,2.22%
2011,11,27,Tampa Bay,5.56%
2011,11,27,Chicago,0.00%
2011,11,27,Kansas City,10.00%
2011,11,20,Washington,6.45%
2011,11,20,NY Giants,6.25%
2011,11,20,Baltimore,3.57%
2011,11,20,Philadelphia,9.09%
2011,11,20,Houston,10.26%
2011,11,20,Detroit,9.09%
2011,11,20,Minnesota,8.57%
2011,11,20,Cincinnati,13.16%
2011,11,20,Denver,6.98%
2011,11,20,Cleveland,3.85%
2011,11,20,Dallas,3.13%
2011,11,20,LA Rams,6.90%
2011,11,20,LA Chargers,4.55%
2011,11,20,Miami,8.57%
2011,11,20,Jacksonville,14.71%
2011,11,20,Pittsburgh,0.00%
2011,11,20,Carolina,3.57%
2011,11,20,Arizona,5.56%
2011,11,20,Las Vegas,11.32%
2011,11,20,San Francisco,2.44%
2011,11,20,Green Bay,8.11%
2011,11,20,NY Jets,4.55%
2011,11,20,Tennessee,11.11%
2011,11,20,New Orleans,1.89%
2011,11,20,New England,11.36%
2011,11,20,Buffalo,0.00%
2011,11,20,Atlanta,0.00%
2011,11,20,Indianapolis,8.70%
2011,11,20,Chicago,3.08%
2011,11,20,Tampa Bay,6.25%
2011,11,20,Seattle,1.85%
2011,11,20,Kansas City,0.00%
2011,11,13,Washington,7.69%
2011,11,13,Baltimore,2.63%
2011,11,13,NY Giants,3.92%
2011,11,13,Philadelphia,0.00%
2011,11,13,Houston,15.38%
2011,11,13,Cleveland,0.00%
2011,11,13,Detroit,15.22%
2011,11,13,Minnesota,7.89%
2011,11,13,Dallas,3.23%
2011,11,13,Denver,5.41%
2011,11,13,Pittsburgh,6.00%
2011,11,13,LA Rams,7.89%
2011,11,13,LA Chargers,4.55%
2011,11,13,NY Jets,0.00%
2011,11,13,Cincinnati,4.65%
2011,11,13,Miami,11.36%
2011,11,13,Carolina,12.50%
2011,11,13,San Francisco,2.08%
2011,11,13,Arizona,10.00%
2011,11,13,Las Vegas,11.32%
2011,11,13,Jacksonville,6.25%
2011,11,13,New Orleans,2.63%
2011,11,13,Green Bay,4.17%
2011,11,13,Atlanta,5.71%
2011,11,13,Buffalo,3.45%
2011,11,13,Chicago,2.50%
2011,11,13,Seattle,0.00%
2011,11,13,Tennessee,2.50%
2011,11,13,New England,0.00%
2011,11,13,Indianapolis,4.00%
2011,11,13,Tampa Bay,0.00%
2011,11,13,Kansas City,0.00%
2011,11,6,NY Giants,18.52%
2011,11,6,Baltimore,22.22%
2011,11,6,Washington,6.90%
2011,11,6,Philadelphia,10.26%
2011,11,6,Cleveland,4.00%
2011,11,6,Dallas,12.50%
2011,11,6,NY Jets,3.03%
2011,11,6,Detroit,15.22%
2011,11,6,Minnesota,7.89%
2011,11,6,Denver,5.88%
2011,11,6,Pittsburgh,7.89%
2011,11,6,San Francisco,10.53%
2011,11,6,Cincinnati,7.84%
2011,11,6,Houston,3.03%
2011,11,6,LA Rams,12.00%
2011,11,6,Carolina,12.50%
2011,11,6,LA Chargers,8.57%
2011,11,6,New Orleans,9.76%
2011,11,6,Green Bay,5.88%
2011,11,6,Jacksonville,6.25%
2011,11,6,Miami,2.17%
2011,11,6,Arizona,5.56%
2011,11,6,Buffalo,23.26%
2011,11,6,Atlanta,8.57%
2011,11,6,Seattle,3.33%
2011,11,6,Las Vegas,0.00%
2011,11,6,New England,9.09%
2011,11,6,Chicago,1.89%
2011,11,6,Tampa Bay,5.88%
2011,11,6,Tennessee,3.92%
2011,11,6,Indianapolis,2.94%
2011,11,6,Kansas City,6.82%
2011,10,30,Philadelphia,11.54%
2011,10,30,Dallas,7.50%
2011,10,30,Cleveland,14.71%
2011,10,30,Cincinnati,14.29%
2011,10,30,New Orleans,4.88%
2011,10,30,Washington,2.70%
2011,10,30,Arizona,11.43%
2011,10,30,NY Jets,3.57%
2011,10,30,Baltimore,13.51%
2011,10,30,Detroit,10.00%
2011,10,30,Green Bay,7.50%
2011,10,30,Las Vegas,8.51%
2011,10,30,NY Giants,6.25%
2011,10,30,LA Rams,4.00%
2011,10,30,Minnesota,9.80%
2011,10,30,Pittsburgh,2.44%
2011,10,30,Houston,4.35%
2011,10,30,Chicago,5.00%
2011,10,30,Carolina,8.70%
2011,10,30,LA Chargers,4.00%
2011,10,30,Tennessee,2.50%
2011,10,30,San Francisco,3.03%
2011,10,30,Seattle,7.14%
2011,10,30,Tampa Bay,7.84%
2011,10,30,Indianapolis,7.50%
2011,10,30,Denver,5.26%
2011,10,30,Atlanta,0.00%
2011,10,30,New England,0.00%
2011,10,30,Miami,0.00%
2011,10,30,Jacksonville,0.00%
2011,10,30,Kansas City,5.00%
2011,10,30,Buffalo,0.00%
2011,10,23,Dallas,20.00%
2011,10,23,Philadelphia,12.50%
2011,10,23,Washington,9.09%
2011,10,23,Pittsburgh,14.71%
2011,10,23,New Orleans,11.76%
2011,10,23,NY Jets,7.41%
2011,10,23,LA Rams,9.09%
2011,10,23,Cleveland,5.00%
2011,10,23,Tennessee,8.57%
2011,10,23,Houston,6.25%
2011,10,23,NY Giants,4.17%
2011,10,23,San Francisco,2.27%
2011,10,23,Green Bay,8.00%
2011,10,23,LA Chargers,4.76%
2011,10,23,Atlanta,0.00%
2011,10,23,Chicago,2.63%
